freezone,activity_code,activity_name,industry_group,keywords,approval_required,approval_authority,is_active
ANCFZ,1079022,Soup Manufacturing,Food & Beverages,"soup manufacturing, food & beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1079012,Flavors And Fragrances Manufacturing (Food Additions),Food & Beverages,"flavors and fragrances manufacturing (food additions), food & beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1079014,Egg Products Manufacturing (Liquid Pasteurized ),Food & Beverages,"egg products manufacturing (liquid pasteurized ), food & beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1104204,Soft Drinks Manufacturing,Food & Beverages,"soft drinks manufacturing, food & beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1104902,Fruit Juice Powdered Manufacturing,Food & Beverages,"fruit juice powdered manufacturing, food & beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4781009,Instant Coffee Preparation,Food & Beverages,"instant coffee preparation, food & beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2512006,Cauldrons Manufacturing,Food & Beverages,"cauldrons manufacturing, food & beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,893001,"Salt Extraction, Grinding And Sifting",Food & Beverages,"salt extraction, grinding and sifting, food & beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1073901,Manufacture Of Sweets,Food & Beverages,"manufacture of sweets, food & beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1050001,Milk Packing,Food and beverages,"milk packing, food and beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,146002,Egg Production,Food and beverages,"egg production, food and beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1072001,Crude Sugar Refining,Food and beverages,"crude sugar refining, food and beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1072002,Manufacturing of Sugar Cubes,Food and beverages,"manufacturing of sugar cubes, food and beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2011006,Dry Ice Manufacturing,Food and beverages,"dry ice manufacturing, food and beverages, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4711003,Grocery,Food and beverages,"grocery, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1020001,Fish and Seafood Canning,Food and beverages,"fish and seafood canning, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1010901,"Poultry Slaughtering, Preparing and Freezing",Food and beverages,"poultry slaughtering, preparing and freezing, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1010103,Cooling and freezing of meat,Food and beverages,"cooling and freezing of meat, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1010101,Animal Slaughtering and Meat Preparing,Food and beverages,"animal slaughtering and meat preparing, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5610001,Restaurant,Food and beverages,"restaurant, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5630001,Café,Food and beverages,"café, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4711006,Roasting Shop,Food and beverages,"roasting shop, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4630211,Foodstuff Catering,Food and beverages,"foodstuff catering, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1020001,Fish and Seafood Preparing,Food and beverages,"fish and seafood preparing, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1061005,Rice Husking and Polishing,Food and beverages,"rice husking and polishing, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5610003,Cafeteria,Food and beverages,"cafeteria, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5621005,Fish and Marine Animals Toasting and Frying,Food and beverages,"fish and marine animals toasting and frying, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5621007,Confectioneries and Traditional Sweets,Food and beverages,"confectioneries and traditional sweets, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5621004,Sandwiches and Pastries Preparing,Food and beverages,"sandwiches and pastries preparing, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5610002,Floating Restaurant,Food and beverages,"floating restaurant, food and beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1079007,Nuts Roasting and Packaging,Food & beverages,"nuts roasting and packaging, food & beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1030010,Fruit Flavored Drinks Manufacturing,Food & beverages,"fruit flavored drinks manufacturing, food & beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8211004,Restaurants Management,Food & beverages,"restaurants management, food & beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5629002,Ready-made Food Catering Contracts (Meal Preparation),Food & beverages,"ready-made food catering contracts (meal preparation), food & beverages, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8710002,wellness resort,Health and Beauty,"wellness resort, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,9609009,Men Relaxation and Message Center,Health and Beauty,"men relaxation and message center, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,9609013,Women Massage and Relaxation Centre,Health and Beauty,"women massage and relaxation centre, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7020019,Spa & Fitness Clubs Consultant,Health and Beauty,"spa & fitness clubs consultant, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8299007,Health Treatment Undertakings Services,Health and Beauty,"health treatment undertakings services, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620021,Medical Complex,Health and Beauty,"medical complex, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620015,Dental Surgery Clinic,Health and Beauty,"dental surgery clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7210003,Pharmaceutical Consultancy and Studies and Researches,Health and Beauty,"pharmaceutical consultancy and studies and researches, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620025,General Surgery Clinic,Health and Beauty,"general surgery clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690001,Natural and Rehabilitation Medicine Centres,Health and Beauty,"natural and rehabilitation medicine centres, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620018,Endocrine Gland Diseases Clinic,Health and Beauty,"endocrine gland diseases clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,9602101,"Men Hairdressing, Trimming and Styling",Health and Beauty,"men hairdressing, trimming and styling, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8610001,General Hospital,Health and Beauty,"general hospital, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620006,Ophthalmology Clinic,Health and Beauty,"ophthalmology clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690005,Optics Centre,Health and Beauty,"optics centre, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620011,UrinologyClinic,Health and Beauty,"urinologyclinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,9609001,Women Personal Care And Beauty,Health And Beauty,"women personal care and beauty, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,9602903,Wig Fixing Centre,Health And Beauty,"wig fixing centre, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8549021,Men Beauty Saloon Works Training,Health And Beauty,"men beauty saloon works training, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620009,ThoracopathyClinic,Health And Beauty,"thoracopathyclinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690002,X-ray Diagnosis Centre,Health And Beauty,"x-ray diagnosis centre, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690009,Medical Analysis Lab,Health And Beauty,"medical analysis lab, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620001,General Medicine Clinic,Health And Beauty,"general medicine clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620002,Internal Diseases Clinic,Health And Beauty,"internal diseases clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7020027,Pharmaceutical Consultancies,Health And Beauty,"pharmaceutical consultancies, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620004,Cardiopathy Clinic,Health And Beauty,"cardiopathy clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8549037,First Aids Training,Health And Beauty,"first aids training, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620005,Pediatric Clinic,Health And Beauty,"pediatric clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620010,Gynecology Clinic,Health And Beauty,"gynecology clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7020018,Professional Safety And Health Consultancy,Health And Beauty,"professional safety and health consultancy, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620012,Psychiatric And Neurological Clinic,Health And Beauty,"psychiatric and neurological clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620013,Dermatology And Venerology Clinic,Health And Beauty,"dermatology and venerology clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620014,"Ear, Nose And Throat Clinic (ENT)",Health And Beauty,"ear, nose and throat clinic (ent), health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6499009,"Health Services Enterprises Investment, Institution And Management",Health And Beauty,"health services enterprises investment, institution and management, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8620016,Plastic Surgery Clinic,Health And Beauty,"plastic surgery clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3900001,Pollution Consequences Treatment And Environment Protection,Health And Beauty,"pollution consequences treatment and environment protection, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,9609005,Men Personal Care and Beauty,Health and Beauty,"men personal care and beauty, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,9609007,Men Oriental Bath,Health and Beauty,"men oriental bath, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7500002,Veterinarian Clinic,Health and Beauty,"veterinarian clinic, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,9529006,Glasses Repairing,Health and Beauty,"glasses repairing, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7020014,health innovation activities,Health and Beauty,"health innovation activities, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7120003,Foodstuff Testing Lab,Health and Beauty,"foodstuff testing lab, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7110305,Food Industries Consultancy,Health and Beauty,"food industries consultancy, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8121004,Cleaning Services cleansing and sterilization,Health and Beauty,"cleaning services cleansing and sterilization, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690027,Cupping Treatment,Health and Beauty,"cupping treatment, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690013,Medical Herbs,Health and Beauty,"medical herbs, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7020014,ةيحصلا تاراشتسلإا,Health and Beauty,"ةيحصلا تاراشتسلإا, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8810002,Health education services,Health and Beauty,"health education services, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690028,Ozone Treatment,Health and Beauty,"ozone treatment, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7120014,Medical Caterpillars Lab,Health and Beauty,"medical caterpillars lab, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690012,Chinese Acupuncture,Health and Beauty,"chinese acupuncture, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690038,Hearing screening services,Health and Beauty,"hearing screening services, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7500003,Veterinarian Analysis Lab,Health and Beauty,"veterinarian analysis lab, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7210206,Development and innovation in medical instruments and supplies,Health and Beauty,"development and innovation in medical instruments and supplies, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7310022,Promotion for Pharmaceutical Products,Health and Beauty,"promotion for pharmaceutical products, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690008,Regime and Weight Control Services,Health and Beauty,"regime and weight control services, health and beauty, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5510003,Hotel Apartments Rental,Hotels,"hotel apartments rental, hotels, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8211001,Hotel Management,Hotels,"hotel management, hotels, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5510006,Resort,Hotels,"resort, hotels, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8549025,Hotel Education And Training,Hotels,"hotel education and training, hotels, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7020004,Hotel Consultancy,Hotels,"hotel consultancy, hotels, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,56211003,Hospitality Management Service,Hotels,"hospitality management service, hotels, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8549023,Hospitality & Tourism Training Services,Hotels,"hospitality & tourism training services, hotels, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5621003,Hospitality Services,Hotels,"hospitality services, hotels, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5510002,Motel,Hotels,"motel, hotels, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5510001,Hotel,Hotels,"hotel, hotels, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2432099,Non-ferrous Metal Casting,Jewellery& Gold,"non-ferrous metal casting, jewellery& gold, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3212004,Gifts And JewelleryBox Making,Jewellery& Gold,"gifts and jewellerybox making, jewellery& gold, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3212001,Manufacture Of Medals And Legions,Jewellery& Gold,"manufacture of medals and legions, jewellery& gold, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3211002,Silverware And Jewellery Manufacturing,Jewellery& Gold,"silverware and jewellery manufacturing, jewellery& gold, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3211003,Precious Stones Cutting And Polishing,Jewellery& Gold,"precious stones cutting and polishing, jewellery& gold, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3830102,Extraction Of Gold From Computer Waste,Jewellery& Gold,"extraction of gold from computer waste, jewellery& gold, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2395005,Manufacture Of Other Metal Products,Jewellery& Gold,"manufacture of other metal products, jewellery& gold, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2432001,Casting Of Gold And Precious Non-ferrous Metals,Jewellery& Gold,"casting of gold and precious non-ferrous metals, jewellery& gold, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,729001,Non-ferrous Metal Ores Mining,Jewellery& Gold,"non-ferrous metal ores mining, jewellery& gold, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3211008,Working Of Diamonds,Jewellery& Gold,"working of diamonds, jewellery& gold, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4773201,Retail Sale Of JewelleryAnd Gold Formations,Jewellery& Gold,"retail sale of jewelleryand gold formations, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4662005,Worked Gold And Precious Metals Trading -Import & Export,Jewellery& Gold,"worked gold and precious metals trading -import & export, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4771110,"Imitation, JewelleryTrading Import & Export",Jewellery& Gold,"imitation, jewellerytrading import & export, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4773401,RetaiSale Of Crystal Products,Jewellery& Gold,"retaisale of crystal products, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4662005,Wholesale Of Unworked Gold And Precious Metals Trading -Import & Export,Jewellery& Gold,"wholesale of unworked gold and precious metals trading -import & export, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4662005,Gold And Diamond Trading - Import And Export,Jewellery& Gold,"gold and diamond trading - import and export, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4774002,JewelleryTrading Import & Export,Jewellery& Gold,"jewellerytrading import & export, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4773201,JewelleryAnd Precious Metal Trading,Jewellery& Gold,"jewelleryand precious metal trading, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4662005,Ferrous And Non Ferrous Metal Trading Import & Export,Jewellery& Gold,"ferrous and non ferrous metal trading import & export, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4662005,Gold And Diamond Trading Import & Export,Jewellery& Gold,"gold and diamond trading import & export, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4773201,JewelleryTrading -Import & Export,Jewellery& Gold,"jewellerytrading -import & export, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4669914,Pearls & Precious Stones Trading Import & Export,Jewellery& Gold,"pearls & precious stones trading import & export, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4649015,Wholesale Of Watches Trading-Import & Export,Jewellery& Gold,"wholesale of watches trading-import & export, jewellery& gold, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3212002,JewelleryManufacturing From Non-precious Metals,Jewellery& Gold,"jewellerymanufacturing from non-precious metals, jewellery& gold, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,9529005,Antiquities And Precious Acquisitions Repairing,Jewellery& Gold,"antiquities and precious acquisitions repairing, jewellery& gold, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,9529002,Gold And JewelleryRepairing,Jewellery& Gold,"gold and jewelleryrepairing, jewellery& gold, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1811012,Engraving Printing,Jewellery& Gold,"engraving printing, jewellery& gold, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7120011,Metals And Precious Stones Testing And Analyzing Lab,Jewellery& Gold,"metals and precious stones testing and analyzing lab, jewellery& gold, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7729006,Precious JewelleryAnd Gems Renting,Jewellery& Gold,"precious jewelleryand gems renting, jewellery& gold, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4791007,"Jewellery, Pearls And Precious Stones E-trading",Jewellery& Gold,"jewellery, pearls and precious stones e-trading, jewellery& gold, e-commerce, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4791007,Jewellery& Precious Stones E-trading,Jewellery& Gold,"jewellery& precious stones e-trading, jewellery& gold, e-commerce, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7490021,Judicial Experience Houses Services,Legal,"judicial experience houses services, legal, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7490005,Legal Translation Services,Legal & Intellectual Property,"legal translation services, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6910002,Legal Consultancy Offices,Legal & Intellectual Property,"legal consultancy offices, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6910004,Trade Marks Registration Agents,Legal & Intellectual Property,"trade marks registration agents, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6420002,Services of Holding Companies for Intellectual Property,Legal & Intellectual Property,"services of holding companies for intellectual property, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7740001,Intellectual Property Rights managment,Legal & Intellectual Property,"intellectual property rights managment, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6910006,Agents titling,Legal & Intellectual Property,"agents titling, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6910005,Intellectual Compilations Registration Agents,Legal & Intellectual Property,"intellectual compilations registration agents, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6910003,"Patent Registration, Fees and Models Agents",Legal & Intellectual Property,"patent registration, fees and models agents, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7020038,Innovative Business Incubator,Legal & Intellectual Property,"innovative business incubator, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7220005,Consultancy and Studies and Researches in Legal Sciences,Legal & Intellectual Property,"consultancy and studies and researches in legal sciences, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7210129,Development and innovation in electronic trading in electronic products and services,Legal & Intellectual Property,"development and innovation in electronic trading in electronic products and services, legal & intellectual property, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2511001,Building Stainless Steel Products Manufacturing,Manufacturing industry,"building stainless steel products manufacturing, manufacturing industry, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,8690003,Manufacture of medical instruments and supplies that are used for dental treatment,Manufacturing industry,"manufacture of medical instruments and supplies that are used for dental treatment, manufacturing industry, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3211004,Precious Jewellery Manufacturing,Manufacturing industry,"precious jewellery manufacturing, manufacturing industry, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3290001,Pens and Writing Instruments Manufacturing,Manufacturing industry,"pens and writing instruments manufacturing, manufacturing industry, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2599127,Fish Net Manufacturing,Manufacturing industry,"fish net manufacturing, manufacturing industry, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1071005,Biscuits Manufacturing,Manufacturing industry,"biscuits manufacturing, manufacturing industry, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1030003,Tomato Paste Manufacturing,Manufacturing industry,"tomato paste manufacturing, manufacturing industry, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1030006,Potato Chips Manufacturing,Manufacturing industry,"potato chips manufacturing, manufacturing industry, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1061010,Cheese Balls Manufacturing,Manufacturing Industry,"cheese balls manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1030012,Jam Manufacturing,Manufacturing Industry,"jam manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1030013,Pickles Manufacturing,Manufacturing Industry,"pickles manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1072003,Sugar Packaging,Manufacturing Industry,"sugar packaging, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1050002,Butter Manufacturing,Manufacturing Industry,"butter manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1050006,Ice Cream Manufacturing,Manufacturing Industry,"ice cream manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1079011,Baby Food Manufacturing,Manufacturing Industry,"baby food manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2022007,Ink & Printing Materials Manufacturing,Manufacturing Industry,"ink & printing materials manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1392005,Auto Upholstery manufacturing,Manufacturing Industry,"auto upholstery manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2013005,Gum and Glue Manufacturing,Manufacturing Industry,"gum and glue manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2023002,Powder Detergents Manufacturing and Packaging,Manufacturing Industry,"powder detergents manufacturing and packaging, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2395010,Chalk Manufacturing,Manufacturing Industry,"chalk manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2599111,metal Ropes Manufacturing,Manufacturing Industry,"metal ropes manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2816002,Hydraulic Forklift Manufacturing,Manufacturing Industry,"hydraulic forklift manufacturing, manufacturing industry, industry, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
